itemId,itemName,itemKind,itemTypeKey,itemType,craftType,craftLevel,equipLevel,recipeBook,slot,slotGridType,slotGridCols,groupKind,groupId,groupName,itemsCount,crystalByAlchemy,materialsJson,slotGridJson,jobsJson,equipableType
item_533f5b2a58,空賊のシャツ,防具,,裁縫上,裁縫,65.0,115.0,空賊の飛行日誌,体上,,,tailoring_set,set_07054f761b,空賊セット,5,,"[{""name"": ""星光の糸"", ""qty"": 30}, {""name"": ""悲願の血涙"", ""qty"": 3}, {""name"": ""幻獣の皮"", ""qty"": 5}, {""name"": ""しおかぜ草"", ""qty"": 30}, {""name"": ""超あまつゆのいと"", ""qty"": 7}]",,[],
item_56c05961bf,竜族の人形・女,防具,,裁縫上,裁縫,30.0,,竜族人形の作り方,体上,,,tailoring_set,set_70b1ebaf60,竜族セット,2,,"[{""name"": ""シルク草"", ""qty"": 30}, {""name"": ""ドラゴンのホネ"", ""qty"": 10}, {""name"": ""あまつゆのいと"", ""qty"": 4}]",,[],
item_0d3a43d5f8,聖翼のドレス上,防具,,裁縫上,裁縫,65.0,115.0,翼神の加護,体上,,,tailoring_set,set_ec10ac018e,聖翼セット,5,,"[{""name"": ""星光の糸"", ""qty"": 30}, {""name"": ""悲願の血涙"", ""qty"": 3}, {""name"": ""せいれいせき"", ""qty"": 3}, {""name"": ""ちょうのはね"", ""qty"": 30}, {""name"": ""超あまつゆのいと"", ""qty"": 7}]",,[],
item_7873820a01,開祖の道着上,防具,,裁縫上,裁縫,65.0,108.0,開祖の秘伝書,体上,,,tailoring_set,set_99aad7ea0a,開祖セット,5,,"[{""name"": ""マゴニア草"", ""qty"": 10}, {""name"": ""ナイトメアリーフ"", ""qty"": 1}, {""name"": ""げんませき"", ""qty"": 5}, {""name"": ""あやかしそう"", ""qty"": 20}, {""name"": ""あまつゆのいと"", ""qty"": 5}]",,[],
item_7dfc7717fb,陰陽博士のころも上,防具,,裁縫上,裁縫,75.0,125.0,陰陽博士の虎の巻,体上,,,tailoring_set,set_93dd3fb1ea,陰陽博士セット,5,,"[{""name"": ""光彩の布"", ""qty"": 30}, {""name"": ""天竜草"", ""qty"": 3}, {""name"": ""かぜきりのはね"", ""qty"": 16}, {""name"": ""大地の羽毛"", ""qty"": 8}, {""name"": ""超あまつゆのいと"", ""qty"": 7}]",,[],
item_09b8f69c0c,隠密の装束上,防具,,裁縫上,裁縫,75.0,125.0,隠密秘伝帳,体上,,,tailoring_set,set_b424623195,隠密セット,5,,"[{""name"": ""光彩の布"", ""qty"": 30}, {""name"": ""ナイトメアリーフ"", ""qty"": 5}, {""name"": ""幻獣の皮"", ""qty"": 8}, {""name"": ""よごれたほうたい"", ""qty"": 30}, {""name"": ""超あまつゆのいと"", ""qty"": 7}]",,[],
item_e2de3aca16,前座芸人の服,防具,,裁縫上,裁縫,1.0,1.0,芸人の服の作り方,体上,3x3,3.0,tailoring_set,set_846a7cba0e,前座芸人セット,10,,"[{""name"": ""けものの皮"", ""qty"": 1}]","[[""15"", ""15"", ""15""], [""15"", ""15"", ""15""], [""15"", ""15"", ""15""]]",[],
item_0d3508d0d4,皮のよろい,防具,,裁縫上,裁縫,1.0,1.0,はじめてのさいほう,体上,3x3,3.0,tailoring_set,set_3452a59f79,皮セット,10,,"[{""name"": ""けものの皮"", ""qty"": 1}, {""name"": ""麻の糸"", ""qty"": 1}]","[[""15"", ""15"", ""15""], [""15"", ""15"", ""15""], [""15"", ""15"", ""15""]]",[],
item_66d55aa329,若手芸人の服,防具,,裁縫上,裁縫,1.0,1.0,芸人の服の作り方,体上,3x3,3.0,tailoring_set,set_846a7cba0e,前座芸人セット,10,,"[{""name"": ""麻の糸"", ""qty"": 1}, {""name"": ""レッドベリー"", ""qty"": 1}]","[[""15"", ""15"", ""23""], [""15"", ""15"", ""15""], [""15"", ""15"", ""15""]]",[],
item_4a215da9a0,麻の服,防具,,裁縫上,裁縫,1.0,1.0,はじめてのさいほう,体上,3x3,3.0,tailoring_set,set_3452a59f79,皮セット,10,,"[{""name"": ""麻の糸"", ""qty"": 1}]","[[""15"", ""15"", ""15""], [""15"", ""15"", ""15""], [""15"", ""15"", ""15""]]",[],
item_3db5657a87,いやしの服,防具,,裁縫上,裁縫,3.0,7.0,いやしの服のレシピ,体上,3x3,3.0,tailoring_set,set_481db7a63f,いやしセット,4,,"[{""name"": ""麻の糸"", ""qty"": 1}, {""name"": ""きよめの水"", ""qty"": 1}]","[[""23"", ""15"", ""15""], [""15"", ""15"", ""15""], [""15"", ""15"", ""15""]]",[],
item_5edad0f6a5,きぬのローブ上,防具,,裁縫上,裁縫,3.0,7.0,きぬのローブの作り方,体上,3x3,3.0,tailoring_set,set_7a03a58b0f,きぬセット,4,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""しおかぜ草"", ""qty"": 1}]","[[""15"", ""15"", ""15""], [""15"", ""15"", ""15""], [""23"", ""15"", ""15""]]",[],
item_ea92d3bdcf,ぬすっとの服,防具,,裁縫上,裁縫,3.0,7.0,ぬすっと服のレシピ,体上,3x3,3.0,tailoring_set,set_e618447ef2,ぬすっとセット,5,,"[{""name"": ""麻の糸"", ""qty"": 1}, {""name"": ""シルク草"", ""qty"": 1}]","[[""15"", ""15"", ""15""], [""15"", ""15"", ""15""], [""15"", ""15"", ""23""]]",[],
item_99b41bbb0e,射手の服,防具,,裁縫上,裁縫,3.0,7.0,射手の服のレシピ,体上,3x3,3.0,tailoring_set,set_facfbddd73,射手セット,5,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""うるわしキノコ"", ""qty"": 1}]","[[""15"", ""15"", ""15""], [""23"", ""15"", ""15""], [""15"", ""15"", ""15""]]",[],
item_0bb9c3c0db,くすしのローブ上,防具,,裁縫上,裁縫,7.0,14.0,くすしのローブの作り方,体上,3x3,3.0,tailoring_set,set_5e0c5cfd3a,くすしセット,4,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""麻の糸"", ""qty"": 1}]","[[""15"", ""15"", ""15""], [""15"", ""15"", ""15""], [""30"", ""15"", ""23""]]",[],
item_c337ac2302,しゅうれんぎ上,防具,,裁縫上,裁縫,7.0,14.0,れんしゅうぎのレシピ,体上,3x3,3.0,tailoring_set,set_a8a803a987,しゅうれん用バンドセット,5,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""きよめの水"", ""qty"": 1}]","[[""23"", ""15"", ""15""], [""15"", ""15"", ""15""], [""23"", ""15"", ""23""]]",[],
item_7a4b57edcf,サフランローブ上,防具,,裁縫上,裁縫,7.0,14.0,サフランローブの作り方,体上,3x3,3.0,tailoring_set,set_215839d678,サフランハットセット,5,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""サバンナの水"", ""qty"": 1}]","[[""15"", ""15"", ""23""], [""15"", ""15"", ""15""], [""23"", ""15"", ""23""]]",[],
item_cbdc786261,ダンサーシャツ,防具,,裁縫上,裁縫,7.0,14.0,ダンサーインザシャツ,体上,3x3,3.0,tailoring_set,set_2ff8946552,ダンサーヘアバンドセット,5,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""レッドベリー"", ""qty"": 1}]","[[""15"", ""15"", ""30""], [""15"", ""15"", ""15""], [""15"", ""15"", ""23""]]",[],
item_18df6a7b8e,初級魔法戦士服,防具,,裁縫上,裁縫,7.0,14.0,初級魔法戦士服のレシピ,体上,3x3,3.0,tailoring_set,set_e2dcb117d5,初級魔法戦士セット,5,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""あやかしそう"", ""qty"": 1}]","[[""30"", ""15"", ""15""], [""15"", ""15"", ""15""], [""15"", ""15"", ""23""]]",[],
item_10728ea55a,はやてのベスト,防具,,裁縫上,裁縫,10.0,21.0,はやてのベスト作成術,体上,3x3,3.0,tailoring_set,set_fd96a9c0cb,はやてセット,5,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""ふしぎな海草"", ""qty"": 1}]","[[""23"", ""23"", ""23""], [""23"", ""23"", ""23""], [""23"", ""23"", ""23""]]",[],
item_edfcb80e6f,みかわしの服上,防具,,裁縫上,裁縫,10.0,21.0,みかわしの服のレシピ,体上,3x3,3.0,tailoring_set,set_19509cdf7b,みかわしセット,4,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""みかわしそう"", ""qty"": 1}]","[[""23"", ""23"", ""23""], [""23"", ""23"", ""23""], [""23"", ""23"", ""23""]]",[],
item_9a8228e330,学者のころも上,防具,,裁縫上,裁縫,10.0,21.0,学者のころもの作り方,体上,3x3,3.0,tailoring_set,set_fa354cbbf7,学者セット,4,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""うるわしキノコ"", ""qty"": 1}]","[[""23"", ""23"", ""23""], [""23"", ""23"", ""23""], [""23"", ""23"", ""23""]]",[],
item_c4cdd70478,手品師の服,防具,,裁縫上,裁縫,10.0,21.0,手品師の服の作り方,体上,3x3,3.0,tailoring_set,set_bf266bb291,手品師セット,5,,"[{""name"": ""コットン草"", ""qty"": 1}, {""name"": ""けものの皮"", ""qty"": 1}]","[[""23"", ""23"", ""23""], [""23"", ""23"", ""23""], [""23"", ""23"", ""23""]]",[],
item_95af09a684,まじないしローブ上,防具,,裁縫上,裁縫,14.0,28.0,まじないしの服の作り方,体上,3x3,3.0,tailoring_set,set_cdc56fbcfc,まじないしセット,4,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""サバンナの水"", ""qty"": 1}, {""name"": ""みかわしそう"", ""qty"": 1}]","[[""40"", ""23"", ""23""], [""23"", ""23"", ""30""], [""30"", ""23"", ""40""]]",[],
item_1b170bd185,まもりのローブ,防具,,裁縫上,裁縫,14.0,28.0,まもりのローブの作り方,体上,3x3,3.0,tailoring_set,set_9df3054953,まもりセット,3,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""カチコチくるみ"", ""qty"": 1}, {""name"": ""きよめの水"", ""qty"": 1}]","[[""30"", ""23"", ""30""], [""23"", ""23"", ""23""], [""30"", ""23"", ""50""]]",[],
item_f4dab96891,ウェスタンブラウス,防具,,裁縫上,裁縫,14.0,28.0,ウェスタンな服のレシピ,体上,3x3,3.0,tailoring_set,set_01127c8d01,ウェスタンハットセット,5,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""グリーンアイ"", ""qty"": 1}, {""name"": ""緑のコケ"", ""qty"": 1}]","[[""30"", ""23"", ""30""], [""23"", ""23"", ""23""], [""50"", ""23"", ""30""]]",[],
item_cda166c69d,カンフージャケット,防具,,裁縫上,裁縫,14.0,28.0,カンフージャケットの本,体上,3x3,3.0,tailoring_set,set_95f36db445,カンフーキャップセット,5,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""げんこつダケ"", ""qty"": 1}, {""name"": ""緑のコケ"", ""qty"": 1}]","[[""30"", ""23"", ""30""], [""23"", ""23"", ""23""], [""40"", ""23"", ""40""]]",[],
item_78e446f9c4,マタドールスーツ上,防具,,裁縫上,裁縫,14.0,28.0,マタドールの服のレシピ,体上,3x3,3.0,tailoring_set,set_2ea01d7a27,マタドールバンドセット,5,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""麻の糸"", ""qty"": 1}, {""name"": ""レッドアイ"", ""qty"": 1}]","[[""35"", ""23"", ""35""], [""23"", ""23"", ""23""], [""35"", ""23"", ""35""]]",[],
item_64d5d992ed,木の葉のよろい上,防具,,裁縫上,裁縫,14.0,28.0,木の葉よろい全集,体上,3x3,3.0,tailoring_set,set_9aa7e02e6a,木セット,5,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""やくそう"", ""qty"": 1}, {""name"": ""グリーンアイ"", ""qty"": 1}]","[[""30"", ""23"", ""50""], [""23"", ""23"", ""23""], [""30"", ""23"", ""30""]]",[],
item_5033c668ef,かたりべの服上,防具,,裁縫上,裁縫,18.0,35.0,かたりべの服のレシピ,体上,3x3,3.0,tailoring_set,set_2d647df72f,かたりべセット,5,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""さとりそう"", ""qty"": 1}, {""name"": ""さえずりのみつ"", ""qty"": 1}]","[[""32"", ""32"", ""40""], [""40"", ""32"", ""32""], [""45"", ""32"", ""45""]]",[],
item_b34aa83b8b,まどうしのころも上,防具,,裁縫上,裁縫,18.0,35.0,まどうしのころも作成術,体上,3x3,3.0,tailoring_set,set_6f1d332799,まどうしセット,4,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""うるわしキノコ"", ""qty"": 1}, {""name"": ""こうもりのはね"", ""qty"": 1}]","[[""32"", ""32"", ""32""], [""32"", ""32"", ""32""], [""53"", ""32"", ""53""]]",[],
item_b13fa18a76,森人のチョッキ,防具,,裁縫上,裁縫,18.0,35.0,森人の防具図鑑,体上,3x3,3.0,tailoring_set,set_6250763dd9,森人セット,5,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""カチコチくるみ"", ""qty"": 1}, {""name"": ""小さなホネ"", ""qty"": 1}]","[[""45"", ""32"", ""45""], [""32"", ""32"", ""32""], [""40"", ""32"", ""40""]]",[],
item_9ff6a1a22f,神官のほうい上,防具,,裁縫上,裁縫,18.0,35.0,神官のほういの作り方,体上,3x3,3.0,tailoring_set,set_8a0f866fe6,神官セット,5,,"[{""name"": ""シルク草"", ""qty"": 1}, {""name"": ""きよめの水"", ""qty"": 1}, {""name"": ""ひかりの石"", ""qty"": 1}]","[[""40"", ""32"", ""40""], [""32"", ""32"", ""32""], [""40"", ""32"", ""50""]]",[],
item_b49a6780b5,きじゅつしの服,防具,,裁縫上,裁縫,25.0,42.0,きじゅつしのネタ帳,体上,3x3,3.0,tailoring_set,set_675ef500e9,きじゅつしセット,5,,"[{""name"": ""かがやきそう"", ""qty"": 6}, {""name"": ""レッドアイ"", ""qty"": 2}, {""name"": ""サンドフルーツ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 4}]","[[""60"", ""35"", ""50""], [""45"", ""40"", ""45""], [""70"", ""35"", ""70""]]",[],
item_3d80a815c7,フェンサーマント,防具,,裁縫上,裁縫,25.0,42.0,フェンサーマントの本,体上,3x3,3.0,tailoring_set,set_f6dfaa67ef,フェンサーハットセット,4,,"[{""name"": ""かがやきそう"", ""qty"": 6}, {""name"": ""グリーンアイ"", ""qty"": 2}, {""name"": ""プクランサフラン"", ""qty"": 3}, {""name"": ""あまつゆのいと"", ""qty"": 4}]","[[""55"", ""35"", ""70""], [""45"", ""40"", ""45""], [""70"", ""35"", ""55""]]",[],
item_4b154d2299,ホーリーローブ上,防具,,裁縫上,裁縫,25.0,42.0,ホーリーローブのレシピ,体上,3x3,3.0,tailoring_set,set_b03ca8217c,ホーリーカロットセット,4,,"[{""name"": ""かがやきそう"", ""qty"": 6}, {""name"": ""イエローアイ"", ""qty"": 2}, {""name"": ""やわらかウール"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 4}]","[[""55"", ""35"", ""55""], [""50"", ""40"", ""50""], [""65"", ""35"", ""65""]]",[],
item_c093f7bbc0,司祭のほうい,防具,,裁縫上,裁縫,25.0,42.0,司祭のほういの作り方,体上,3x3,3.0,tailoring_set,set_6139cad91a,司祭セット,4,,"[{""name"": ""かがやきそう"", ""qty"": 6}, {""name"": ""イエローアイ"", ""qty"": 2}, {""name"": ""せいれいせき"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 4}]","[[""60"", ""35"", ""60""], [""40"", ""50"", ""40""], [""60"", ""35"", ""70""]]",[],
item_93d793e4e6,水のはごろも上,防具,,裁縫上,裁縫,25.0,42.0,水のはごろも物語,体上,3x3,3.0,tailoring_set,set_5b7ca944c5,水セット,4,,"[{""name"": ""かがやきそう"", ""qty"": 6}, {""name"": ""ときのすいしょう"", ""qty"": 1}, {""name"": ""天使のソーマ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 4}]","[[""70"", ""35"", ""70""], [""45"", ""40"", ""45""], [""55"", ""35"", ""55""]]",[],
item_abaaf1f5aa,しんりのローブ上,防具,,裁縫上,裁縫,30.0,50.0,しんりのローブの本,体上,3x3,3.0,tailoring_set,set_2519576b38,しんりセット,4,,"[{""name"": ""かがやきそう"", ""qty"": 8}, {""name"": ""やわらかウール"", ""qty"": 3}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 6}]","[[""65"", ""35"", ""65""], [""50"", ""40"", ""50""], [""80"", ""35"", ""80""]]",[],
item_91a3e06d96,インテリローブ上,防具,,裁縫上,裁縫,30.0,50.0,インテリローブのレシピ,体上,3x3,3.0,tailoring_set,set_981a368d86,インテリハットセット,4,,"[{""name"": ""かがやきそう"", ""qty"": 10}, {""name"": ""なないろのまゆ"", ""qty"": 30}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 8}]","[[""70"", ""40"", ""70""], [""65"", ""55"", ""65""], [""100"", ""40"", ""100""]]",[],
item_96160b2086,トレジャーコート上,防具,,裁縫上,裁縫,30.0,50.0,トレジャーなコート図鑑,体上,3x3,3.0,tailoring_set,set_6a4d10bf90,トレジャーキャップセット,5,,"[{""name"": ""かがやきそう"", ""qty"": 10}, {""name"": ""こうもりのはね"", ""qty"": 30}, {""name"": ""レッドオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 8}]","[[""100"", ""40"", ""50""], [""60"", ""50"", ""60""], [""50"", ""40"", ""100""]]",[],
item_9f12d31457,マスターベスト,防具,,裁縫上,裁縫,30.0,50.0,マスターベストのレシピ,体上,3x3,3.0,tailoring_set,set_f2383a2824,マスターハットセット,5,,"[{""name"": ""かがやきそう"", ""qty"": 8}, {""name"": ""よるのとばり"", ""qty"": 3}, {""name"": ""パープルオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 6}]","[[""70"", ""35"", ""70""], [""55"", ""40"", ""55""], [""70"", ""35"", ""70""]]",[],
item_7618005d74,占星術師のローブ上,防具,,裁縫上,裁縫,30.0,50.0,占星術師のローブの本,体上,3x3,3.0,tailoring_set,set_24c5307471,占星術師セット,4,,"[{""name"": ""かがやきそう"", ""qty"": 10}, {""name"": ""ほしのカケラ"", ""qty"": 30}, {""name"": ""パープルオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 8}]","[[""65"", ""40"", ""65""], [""55"", ""50"", ""55""], [""90"", ""40"", ""90""]]",[],
item_f99f910c4b,無法者のベスト,防具,,裁縫上,裁縫,30.0,50.0,無法者のベストライフ,体上,3x3,3.0,tailoring_set,set_1a3e758d21,無法者セット,5,,"[{""name"": ""かがやきそう"", ""qty"": 8}, {""name"": ""ふしぎな海草"", ""qty"": 30}, {""name"": ""イエローオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 6}]","[[""80"", ""35"", ""70""], [""45"", ""50"", ""45""], [""60"", ""35"", ""80""]]",[],
item_4c8f6f3fa7,聖者のほうい,防具,,裁縫上,裁縫,30.0,50.0,聖者のほういの作り方,体上,3x3,3.0,tailoring_set,set_6867926edc,聖者セット,4,,"[{""name"": ""かがやきそう"", ""qty"": 10}, {""name"": ""ひかりの石"", ""qty"": 30}, {""name"": ""グリーンオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 8}]","[[""75"", ""40"", ""75""], [""60"", ""50"", ""60""], [""75"", ""40"", ""75""]]",[],
item_bc1ed8dd89,クラウンベスト,防具,,裁縫上,裁縫,34.0,60.0,クラウンベスト辞典,体上,3x3,3.0,tailoring_set,set_e9ad588719,クラウンハットセット,5,,"[{""name"": ""にじいろの布きれ"", ""qty"": 6}, {""name"": ""うるわしキノコ"", ""qty"": 30}, {""name"": ""イエローオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""80"", ""60"", ""80""], [""60"", ""60"", ""60""], [""90"", ""60"", ""90""]]",[],
item_141bcdf5e2,ミラクルコート上,防具,,裁縫上,裁縫,34.0,60.0,ミラクルコートカタログ,体上,3x3,3.0,tailoring_set,set_674f4c1db5,ミラクルハットセット,5,,"[{""name"": ""にじいろの布きれ"", ""qty"": 6}, {""name"": ""けものの皮"", ""qty"": 20}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""85"", ""45"", ""85""], [""70"", ""64"", ""70""], [""120"", ""45"", ""120""]]",[],
item_553a29afc2,モダンバニースーツ,防具,,裁縫上,裁縫,32.0,60.0,モダンバニーの秘密日記,体上,3x3,3.0,tailoring_set,set_ae152ff0dd,モダンバニーセット,5,,"[{""name"": ""あやかしそう"", ""qty"": 12}, {""name"": ""ちょうのはね"", ""qty"": 50}, {""name"": ""グリーンオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""90"", ""45"", ""90""], [""60"", ""60"", ""60""], [""105"", ""45"", ""105""]]",[],
item_a12c2864bd,原始獣のコート上,防具,,裁縫上,裁縫,32.0,60.0,原始獣のコート作成法,体上,3x3,3.0,tailoring_set,set_b9b66d40c2,原始獣セット,5,,"[{""name"": ""ふさふさの毛皮"", ""qty"": 12}, {""name"": ""大きなうろこ"", ""qty"": 5}, {""name"": ""グリーンオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""95"", ""40"", ""95""], [""60"", ""60"", ""60""], [""75"", ""40"", ""75""]]","[""武闘家"",""バトルマスター"",""まもの使い"",""踊り子""]",武闘家系
item_a910ecec8a,古代魔術のほうい上,防具,,裁縫上,裁縫,34.0,60.0,古代魔術のほうい作成法,体上,3x3,3.0,tailoring_set,set_5e1d7faf04,古代魔術セット,5,,"[{""name"": ""ふさふさの毛皮"", ""qty"": 12}, {""name"": ""ときのすいしょう"", ""qty"": 1}, {""name"": ""イエローオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""80"", ""65"", ""90""], [""55"", ""60"", ""55""], [""90"", ""65"", ""80""]]",[],
item_71544fa18f,古武道着上,防具,,裁縫上,裁縫,34.0,60.0,古武道の道着の作り方,体上,3x3,3.0,tailoring_set,set_44235b54e5,古武道セット,5,,"[{""name"": ""よごれたほうたい"", ""qty"": 12}, {""name"": ""ぶどうエキス"", ""qty"": 4}, {""name"": ""レッドオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""80"", ""45"", ""80""], [""60"", ""60"", ""60""], [""105"", ""45"", ""105""]]",[],
item_010bb204c7,拳聖の道着上,防具,,裁縫上,裁縫,32.0,60.0,拳聖の道着作成法,体上,3x3,3.0,tailoring_set,set_ec241e13fe,拳聖セット,5,,"[{""name"": ""みかわしそう"", ""qty"": 12}, {""name"": ""天使のソーマ"", ""qty"": 1}, {""name"": ""イエローオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""80"", ""40"", ""80""], [""65"", ""50"", ""65""], [""90"", ""40"", ""90""]]",[],
item_754d71c547,月のローブ上,防具,,裁縫上,裁縫,32.0,60.0,月のローブの秘密,体上,3x3,3.0,tailoring_set,set_7f07c62583,月セット,4,,"[{""name"": ""にじいろの布きれ"", ""qty"": 6}, {""name"": ""さざなみのしずく"", ""qty"": 5}, {""name"": ""パープルオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""90"", ""45"", ""90""], [""70"", ""50"", ""70""], [""100"", ""45"", ""100""]]",[],
item_aa90e1ca4a,王宮魔術師ローブ上,防具,,裁縫上,裁縫,34.0,60.0,王宮魔術の服カタログ,体上,3x3,3.0,tailoring_set,set_0808fb2af9,王宮魔術師セット,4,,"[{""name"": ""あやかしそう"", ""qty"": 12}, {""name"": ""ふしぎな海草"", ""qty"": 50}, {""name"": ""イエローオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""90"", ""45"", ""90""], [""72"", ""60"", ""72""], [""115"", ""45"", ""115""]]",[],
item_fc285cfcc5,だいまどうローブ上,防具,,裁縫上,裁縫,35.0,65.0,だいまどうローブ大全,体上,3x3,3.0,tailoring_set,set_b1f1197d75,だいまどうセット,5,,"[{""name"": ""こうもりのはね"", ""qty"": 30}, {""name"": ""にじいろの布きれ"", ""qty"": 5}, {""name"": ""どくどくヘドロ"", ""qty"": 30}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""75"", ""45"", ""134""], [""90"", ""60"", ""90""], [""134"", ""45"", ""75""]]",[],
item_572fd83941,アイドルスーツ上,防具,,裁縫上,裁縫,35.0,65.0,アイドルスーツのレシピ,体上,3x3,3.0,tailoring_set,set_ec68deeb9f,アイドルヘアバンドセット,5,,"[{""name"": ""ふさふさの毛皮"", ""qty"": 30}, {""name"": ""小さな貝がら"", ""qty"": 30}, {""name"": ""ゴールドストーン"", ""qty"": 10}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""90"",""69"",""115""],[""70"",""60"",""70""],[""115"",""69"",""90""]]","[""旅芸人"", ""レンジャー"", ""スーパースター"", ""踊り子"", ""遊び人""]",
item_059c35c7b0,チェイサーレザー上,防具,,裁縫上,裁縫,35.0,65.0,チェイサーレザー作成術,体上,3x3,3.0,tailoring_set,set_fb51da9c00,チェイサーバンドセット,5,,"[{""name"": ""けものの皮"", ""qty"": 30}, {""name"": ""まじゅうの皮"", ""qty"": 1}, {""name"": ""こうもりのはね"", ""qty"": 20}, {""name"": ""イエローオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""90"", ""60"", ""90""], [""70"", ""60"", ""70""], [""90"", ""60"", ""90""]]",[],
item_a1a021350f,大賢者のほうい,防具,,裁縫上,裁縫,35.0,65.0,大賢者のほういの書,体上,3x3,3.0,tailoring_set,set_32a127152e,大賢者セット,4,,"[{""name"": ""さとりそう"", ""qty"": 30}, {""name"": ""スライムゼリー"", ""qty"": 20}, {""name"": ""緑のコケ"", ""qty"": 30}, {""name"": ""ブルーオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""70"", ""60"", ""70""], [""80"", ""60"", ""80""], [""100"", ""60"", ""100""]]",[],
item_de0570b7e2,歌詠みのころも上,防具,,裁縫上,裁縫,35.0,65.0,歌詠みのころも作成法,体上,3x3,3.0,tailoring_set,set_9a605cc8ff,歌詠みセット,5,,"[{""name"": ""にじいろの布きれ"", ""qty"": 10}, {""name"": ""あやかしそう"", ""qty"": 20}, {""name"": ""ふしぎな海草"", ""qty"": 20}, {""name"": ""パープルオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""90"", ""45"", ""90""], [""70"", ""60"", ""70""], [""105"", ""45"", ""105""]]",[],
item_ea6b19e7da,求道者の道着上,防具,,裁縫上,裁縫,35.0,65.0,求道者の道着の作り方,体上,3x3,3.0,tailoring_set,set_4138672ad6,求道者セット,5,,"[{""name"": ""しおかぜ草"", ""qty"": 30}, {""name"": ""緑のコケ"", ""qty"": 10}, {""name"": ""ドラゴンの皮"", ""qty"": 1}, {""name"": ""グリーンオーブ"", ""qty"": 1}, {""name"": ""あまつゆのいと"", ""qty"": 10}]","[[""90"", ""45"", ""105""], [""70"", ""60"", ""70""], [""105"", ""45"", ""90""]]",[],
